Scheme Code;Scheme Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
100223;JM Medium to Long Duration Fund;Regular Plan;Growth Option;INF192K01AB3;;64.7195;19-Aug-2026
100222;JM Medium to Long Duration Fund;Regular Plan;Quarterly IDCW Option;INF192K01999;INF192K01AA5;22.005;19-Aug-2026
101181;JM Medium to Long Duration Fund Growth - Bonus Option;Regular Plan;Bonus Option - Principal Units;INF192K01AC1;;26.4786;19-Aug-2026

Kotak Mahindra Mutual Fund
119734;Kotak Bond Fund;Direct Plan;Standard IDCW option;INF174K01JD8;;30.4244;19-Aug-2026
119735;Kotak Bond Fund;Direct Plan;Growth;INF174K01JC0;;91.4105;19-Aug-2026
100300;Kotak Bond Fund;Regular Plan;Standard IDCW Option;INF174K01EQ1;INF174K01EP3;49.3404;19-Aug-2026
100299;Kotak Bond Fund;Regular Plan;Growth;INF174K01EM0;;80.5335;19-Aug-2026

LIC Mutual Fund
151990;LIC MF Medium to Long Duration Fund;Direct Plan;Annual IDCW;INF397L01GD9;;19.932;19-Aug-2026
120279;LIC MF Medium to Long Duration Fund;Direct Plan;Growth;INF767K01EW0;;82.4986;19-Aug-2026
120278;LIC MF Medium to Long Duration Fund;Direct Plan;IDCW;INF767K01EV2;INF767K01EX8;19.9321;19-Aug-2026
151988;LIC MF Medium to Long Duration Fund;Direct Plan;Quarterly IDCW;INF397L01GA5;;19.9322;19-Aug-2026
151989;LIC MF Medium to Long Duration Fund;Regular Plan;Annual IDCW;INF397L01FX9;;16.6501;19-Aug-2026
100315;LIC MF Medium to Long Duration Fund;Regular Plan;Growth;INF767K01923;;75.9606;19-Aug-2026
100314;LIC MF Medium to Long Duration Fund;Regular Plan;IDCW;INF767K01907;INF767K01915;16.6502;19-Aug-2026
151986;LIC MF Medium to Long Duration Fund;Regular Plan;Quarterly IDCW;INF397L01FU5;;16.3988;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Long Duration Fund )


Axis Mutual Fund
151205;Axis Long Duration Fund;Direct Plan;Annual IDCW Option;INF846K017M4;INF846K019M0;1269.1454;19-Aug-2026
151179;Axis Long Duration Fund;Direct Plan;Growth Option;INF846K014L3;;1280.4643;19-Aug-2026
151202;Axis Long Duration Fund;Direct Plan;Monthly IDCW	 Option;INF846K019L2;INF846K011M7;1025.4840;19-Aug-2026
151204;Axis Long Duration Fund;Direct Plan;Quarterly IDCW Option;INF846K013M3;INF846K015M8;1241.8342;19-Aug-2026
151176;Axis Long Duration Fund;Direct Plan;Daily IDCW Option;;INF846K017L6;1004.8306;19-Aug-2026
151206;Axis Long Duration Fund;Regular Plan;Annual IDCW Option;INF846K016M6;INF846K018M2;1248.9945;19-Aug-2026
151177;Axis Long Duration Fund;Regular Plan;Daily IDCW Option;;INF846K016L8;1004.7176;19-Aug-2026
151178;Axis Long Duration Fund;Regular Plan;Growth Option;INF846K015L0;;1260.2698;19-Aug-2026
151201;Axis Long Duration Fund;Regular Plan;Monthly IDCW Option;INF846K018L4;INF846K010M9;1026.3784;19-Aug-2026
151203;Axis Long Duration Fund;Regular Plan;Quarterly IDCW Option;INF846K012M5;INF846K014M1;1221.6956;19-Aug-2026

Bandhan Mutual Fund
152520;BANDHAN LONG DURATION FUND;Direct Plan;Growth;INF194KB1HY2;;11.5558;19-Aug-2026
152519;BANDHAN LONG DURATION FUND;Direct Plan;IDCW;INF194KB1HZ9;INF194KB1IA0;10.6472;19-Aug-2026
152518;BANDHAN LONG DURATION FUND;Regular Plan;Growth;INF194KB1HV8;;11.4420;19-Aug-2026
152517;BANDHAN LONG DURATION FUND;Regular Plan;IDCW;INF194KB1HW6;INF194KB1HX4;10.4474;19-Aug-2026

ICICI Prudential Mutual Fund
120743;ICICI Prudential Long Term Bond Fund;Direct Plan;Growth;INF109K017L8;;102.5049;19-Aug-2026
120747;ICICI Prudential Long Term Bond Fund;Direct Plan;Quarterly IDCW;INF109K010M1;INF109K011M9;12.9234;19-Aug-2026
100365;ICICI Prudential Long Term Bond Fund;Regular Plan;Growth;INF109K01365;;93.1282;19-Aug-2026
100367;ICICI Prudential Long Term Bond Fund;Regular Plan;Quarterly IDCW;INF109K01EZ8;INF109K01399;12.5578;19-Aug-2026

Kotak Mahindra Mutual Fund
152491;Kotak Long Duration Fund;Direct Plan;Growth;INF174KA1RF5;;11.3268;19-Aug-2026
152492;Kotak Long Duration Fund;Direct Plan;IDCW;INF174KA1RG3;INF174KA1RH1;11.3268;19-Aug-2026
152489;Kotak Long Duration Fund;Regular Plan;Growth;INF174KA1RC2;;11.2462;19-Aug-2026
152490;Kotak Long Duration Fund;Regular Plan;IDCW;INF174KA1RD0;INF174KA1RE8;11.2463;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Dynamic Bond )


360 ONE Mutual Fund
122612;360 ONE Dynamic Bond Fund;Regular Plan;GROWTH Option;INF579M01183;;24.2642;19-Aug-2026
122715;360 ONE Dynamic Bond Fund;Direct Plan;GROWTH Option;INF579M01266;;25.6716;19-Aug-2026
122721;360 ONE Dynamic Bond Fund;Direct Plan;IDCW Option;INF579M01282;INF579M01316;14.2944;19-Aug-2026
122717;360 ONE Dynamic Bond Fund;Direct Plan;IDCW Option;INF579M01290;INF579M01324;23.6855;19-Aug-2026
122711;360 ONE Dynamic Bond Fund;Regular Plan;GROWTH Option;INF579M01191;;24.2641;19-Aug-2026
122720;360 ONE Dynamic Bond Fund;Regular Plan;IDCW Option;INF579M01225;INF579M01258;23.4149;19-Aug-2026
122719;360 ONE Dynamic Bond Fund;Regular Plan;IDCW Option;INF579M01209;INF579M01233;13.1671;19-Aug-2026
122712;360 ONE Dynamic Bond Fund;Regular Plan;IDCW Option;INF579M01217;INF579M01241;23.4151;19-Aug-2026

Axis Mutual Fund
120451;Axis Dynamic Bond Fund;Direct Plan;Growth Option;INF846K01DI3;;34.9083;19-Aug-2026
120450;Axis Dynamic Bond Fund;Direct Plan;Half Yearly IDCW Option;INF846K01DJ1;INF846K01DK9;13.2512;19-Aug-2026
120452;Axis Dynamic Bond Fund;Direct Plan;Quarterly IDCW Option;INF846K01DL7;INF846K01DM5;11.5953;19-Aug-2026
115068;Axis Dynamic Bond Fund;Regular Plan;Growth Option;INF846K01917;;31.6773;19-Aug-2026
115131;Axis Dynamic Bond Fund;Regular Plan;Half Yearly IDCW Option;INF846K01941;INF846K01958;12.0441;19-Aug-2026
115069;Axis Dynamic Bond Fund;Regular Plan;Quarterly IDCW Option;INF846K01925;INF846K01933;11.6095;19-Aug-2026

Bandhan Mutual Fund
108561;BANDHAN Dynamic Bond   Fund;Regular Plan;Quarterly IDCW;INF194K01QI0;INF194K01QH2;11.6657;19-Aug-2026
108675;BANDHAN Dynamic Bond  Fund;Regular Plan;Annual IDCW;INF194K01QL4;INF194K01QK6;11.6273;19-Aug-2026
111524;BANDHAN Dynamic Bond Fund;Regular Plan;Growth;INF194K01QG4;;35.9410;19-Aug-2026
122868;BANDHAN Dynamic Bond Fund;Regular Plan;Half Yearly IDCW;INF194K018R9;INF194K019R7;11.2406;19-Aug-2026
111523;BANDHAN Dynamic Bond Fund;Regular Plan;IDCW;INF194K01QO8;INF194K01QN0;13.7425;19-Aug-2026
131397;BANDHAN Dynamic Bond Fund;Regular Plan;Periodic IDCW;INF194KA1TM3;INF194KA1TN1;14.2821;19-Aug-2026
118415;BANDHAN Dynamic Bond Fund;Direct Plan;Annual IDCW;INF194K01O13;INF194K01O05;12.1774;19-Aug-2026
118416;BANDHAN Dynamic Bond Fund;Direct Plan;Growth;INF194K01N63;;40.3389;19-Aug-2026
122618;BANDHAN Dynamic Bond Fund;Direct Plan;Half Yearly IDCW;INF194K011P8;INF194K012P6;11.4911;19-Aug-2026
118417;BANDHAN Dynamic Bond Fund;Direct Plan;IDCW;INF194K01O47;INF194K01O39;17.3184;19-Aug-2026
131396;BANDHAN Dynamic Bond Fund;Direct Plan;Periodic IDCW;INF194KA1TP6;INF194KA1TQ4;14.1441;19-Aug-2026
118418;BANDHAN Dynamic Bond Fund;Direct Plan;Quarterly IDCW;INF194K01N89;INF194K01N71;13.6897;19-Aug-2026

Baroda BNP Paribas Mutual Fund
150179;Baroda BNP Paribas Dynamic Bond Fund;Direct Plan;Daily IDCW Option;;INF251K01GX8;10.0936;19-Aug-2026
150180;Baroda BNP Paribas Dynamic Bond Fund;Direct Plan;Growth Option;INF251K01GW0;;52.5500;19-Aug-2026
150182;Baroda BNP Paribas Dynamic Bond Fund;Direct Plan;Monthly IDCW Option;INF251K01GZ3;INF251K01HA4;10.4386;19-Aug-2026
150183;Baroda BNP Paribas Dynamic Bond Fund;Direct Plan;Quarterly IDCW Option;INF251K01HB2;INF251K01HC0;10.4003;19-Aug-2026
150184;Baroda BNP Paribas Dynamic Bond Fund;Direct Plan;Weekly IDCW Option;;INF251K01GY6;10.0795;19-Aug-2026
150174;Baroda BNP Paribas Dynamic Bond Fund;Regular Plan;Daily IDCW Option;;INF251K01DX5;10.0923;19-Aug-2026
150173;Baroda BNP Paribas Dynamic Bond Fund;Regular Plan;Growth Option;INF251K01DW7;;46.6730;19-Aug-2026
150178;Baroda BNP Paribas Dynamic Bond Fund;Regular Plan;Half Yearly IDCW Option;INF251K01ED5;INF251K01EE3;10.2421;19-Aug-2026
150176;Baroda BNP Paribas Dynamic Bond Fund;Regular Plan;Monthly IDCW Option;INF251K01DZ0;INF251K01EA1;10.1621;19-Aug-2026
150177;Baroda BNP Paribas Dynamic Bond Fund;Regular Plan;Quarterly IDCW Option;INF251K01EB9;INF251K01EC7;10.2067;19-Aug-2026
150175;Baroda BNP Paribas Dynamic Bond Fund;Regular Plan;Weekly IDCW Option;;INF251K01DY3;10.0774;19-Aug-2026
150172;Baroda BNP Paribas Dynamic Bond Fund;;Growth Option;INF251K01EF0;;32.8674;19-Aug-2026

Canara Robeco Mutual Fund
118284;Canara Robeco Dynamic Bond Fund;Direct Plan;GROWTH OPTION;INF760K01EC7;;33.3675;19-Aug-2026
118283;Canara Robeco Dynamic Bond Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01EA1;INF760K01EB9;15.0597;19-Aug-2026
111962;Canara Robeco Dynamic Bond Fund;Regular Plan;GROWTH OPTION;INF760K01449;;29.8914;19-Aug-2026
111963;Canara Robeco Dynamic Bond Fund;Regular Plan;IDCW (Payout/Reinvestment);INF760K01423;INF760K01431;13.3373;19-Aug-2026

DSP Mutual Fund
119239;DSP Strategic Bond Fund;Direct Plan;Growth;INF740K01QG4;;3726.1923;19-Aug-2026
119238;DSP Strategic Bond Fund;Direct Plan;IDCW;INF740K01QI0;INF740K01QK6;2538.7495;19-Aug-2026
119236;DSP Strategic Bond Fund;Direct Plan;Monthly IDCW;INF740K01QH2;INF740K01QJ8;1084.4896;19-Aug-2026
105669;DSP Strategic Bond Fund;Regular Plan;Growth;INF740K01GK7;;3470.2100;19-Aug-2026
105668;DSP Strategic Bond Fund;Regular Plan;IDCW;INF740K01GO9;INF740K01GN1;1280.6313;19-Aug-2026
111786;DSP Strategic Bond Fund;Regular Plan;Daily IDCW;;INF740KA1PA5;1064.7247;19-Aug-2026
105667;DSP Strategic Bond Fund;Regular Plan;Monthly IDCW;INF740K01GM3;INF740K01GL5;1074.3040;19-Aug-2026
105878;DSP Strategic Bond Fund;Regular Plan;Weekly IDCW;INF740K01GQ4;INF740K01GP6;1052.1648;19-Aug-2026

ICICI Prudential Mutual Fund
113218;ICICI Prudential All Seasons Bond Fund;Regular Plan;Annual IDCW;INF109K01GO7;INF109K01GP4;11.5787;19-Aug-2026
120601;ICICI Prudential All Seasons Bond Fund;Direct Plan;Annual IDCW;INF109K012E4;INF109K013E2;11.6183;19-Aug-2026
120603;ICICI Prudential All Seasons Bond Fund;Direct Plan;Growth;INF109K016E5;;42.8029;19-Aug-2026
120600;ICICI Prudential All Seasons Bond Fund;Direct Plan;IDCW;INF109K014E0;INF109K015E7;27.7761;19-Aug-2026
120602;ICICI Prudential All Seasons Bond Fund;Direct Plan;Quarterly IDCW;INF109K017E3;INF109K018E1;12.3249;19-Aug-2026
120604;ICICI Prudential All Seasons Bond Fund;Direct Plan;Weekly IDCW;INF109K019E9;INF109K010F5;10.5507;19-Aug-2026
112096;ICICI Prudential All Seasons Bond Fund;Regular Plan;Growth;INF109K01GN9;;39.3217;19-Aug-2026
112097;ICICI Prudential All Seasons Bond Fund;Regular Plan;IDCW;INF109K01GK5;INF109K01GL3;24.4524;19-Aug-2026
113403;ICICI Prudential All Seasons Bond Fund;Regular Plan;Quarterly IDCW;INF109K01GE8;INF109K01GF5;12.0018;19-Aug-2026
101351;ICICI Prudential All Seasons Bond Fund;Regular Plan;Weekly IDCW;INF109K01FD2;INF109K01704;10.9646;19-Aug-2026

JM Financial Mutual Fund
120432;JM Dynamic Bond Fund;Direct Plan;Daily IDCW Option;;INF192K01CZ8;10.0949;19-Aug-2026
120434;JM Dynamic Bond Fund;Direct Plan;IDCW Option;INF192K01DB7;INF192K01DC5;46.8093;19-Aug-2026
133414;JM Dynamic Bond Fund;Direct Plan;Monthly IDCW Option;INF192K01IL5;INF192K01IM3;47.168;19-Aug-2026
120433;JM Dynamic Bond Fund;Direct Plan;Weekly IDCW Option;;INF192K01DA9;10.5523;19-Aug-2026
105639;JM Dynamic Bond Fund;Regular Plan;Daily IDCW Option;;INF192K01668;10.0398;19-Aug-2026
101806;JM Dynamic Bond Fund;Regular Plan;Growth Option;INF192K01700;;43.3812;19-Aug-2026
101805;JM Dynamic Bond Fund;Regular Plan;IDCW Option;INF192K01684;INF192K01692;43.5173;19-Aug-2026
133390;JM Dynamic Bond Fund;Regular Plan;Monthly IDCW Option;INF192K01IJ9;INF192K01IK7;43.7239;19-Aug-2026
105637;JM Dynamic Bond Fund;Regular Plan;Weekly IDCW Option;;INF192K01676;10.5426;19-Aug-2026
120435;JM Dynamic Bond Fund;Direct Plan;Growth Option;INF192K01DD3;;46.559;19-Aug-2026

Kotak Mahindra Mutual Fund
119753;Kotak Dynamic Bond Fund;Direct Plan;Standard Income Distribution cum capital withdrawal option;INF174K01JX6;;15.378;19-Aug-2026
119755;Kotak Dynamic Bond Fund;Direct Plan;Growth;INF174K01JU2;;43.8174;19-Aug-2026
117998;Kotak Dynamic Bond Fund;Regular Plan;Standard Income Distribution cum capital withdrawal option;INF174K01IY6;INF174K01IZ3;15.006;19-Aug-2026
108511;Kotak Dynamic Bond Fund;Regular Plan;Growth;INF174K01FA2;;39.8306;19-Aug-2026

Mahindra Manulife Mutual Fund
144403;Mahindra Manulife Dynamic Bond Fund;Direct Plan;Growth;INF174V01580;;16.4830;19-Aug-2026
144406;Mahindra Manulife Dynamic Bond Fund;Direct Plan;IDCW;INF174V01606;INF174V01598;12.9797;19-Aug-2026
144404;Mahindra Manulife Dynamic Bond Fund;Direct Plan;Quarterly IDCW;INF174V01622;INF174V01614;11.6332;19-Aug-2026
144401;Mahindra Manulife Dynamic Bond Fund;Regular Plan;Growth;INF174V01531;;15.0630;19-Aug-2026
144405;Mahindra Manulife Dynamic Bond Fund;Regular Plan;IDCW;INF174V01556;INF174V01549;11.6742;19-Aug-2026
144402;Mahindra Manulife Dynamic Bond Fund;Regular Plan;Quarterly IDCW;INF174V01572;INF174V01564;10.4201;19-Aug-2026

PGIM India Mutual Fund
120084;PGIM India Dynamic Bond Fund;Direct Plan;Direct Growth;INF663L01AD7;;3125.7164;19-Aug-2026
120086;PGIM India Dynamic Bond Fund;Direct Plan;Direct IDCW;INF663L01AI6;INF663L01AH8;1168.9037;19-Aug-2026
116484;PGIM India Dynamic Bond Fund;Regular Plan;Regular IDCW;INF663L01526;INF663L01534;1047.8621;19-Aug-2026
116485;PGIM India Dynamic Bond Fund;Regular Plan;Regular Growth;INF663L01484;;2714.3916;19-Aug-2026

Quantum Mutual Fund
134494;Quantum Dynamic Term Fund;Direct Plan;Growth Option;INF082J01176;;22.8726;19-Aug-2026
134493;Quantum Dynamic Term Fund;Direct Plan;Monthly IDCW;INF082J01184;INF082J01192;10.4370;19-Aug-2026
141061;Quantum Dynamic Term Fund;Regular Plan;Growth Option;INF082J01218;;22.3824;19-Aug-2026
141060;Quantum Dynamic Term Fund;Regular Plan;Monthly IDCW;INF082J01226;INF082J01234;10.4888;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Corporate Bond Fund )


Axis Mutual Fund
141586;AXIS Corporate Bond Fund;Direct Plan;Daily IDCW Option;INF846K01ZN6;;10.2258;19-Aug-2026
141590;AXIS Corporate Bond Fund;Direct Plan;Monthly IDCW Option;INF846K01ZQ9;INF846K01ZR7;10.2267;19-Aug-2026
141591;AXIS Corporate Bond Fund;Direct Plan;Regular IDCW Option;INF846K01ZS5;INF846K01ZT3;15.1282;19-Aug-2026
141587;AXIS Corporate Bond Fund;Direct Plan;Weekly IDCW Option;INF846K01ZO4;INF846K01ZP1;10.3595;19-Aug-2026
141588;AXIS Corporate Bond Fund;Direct Plan;Growth Option;INF846K01ZM8;;19.3913;19-Aug-2026
141589;AXIS Corporate Bond Fund;Regular Plan;Daily IDCW Option;INF846K01ZV9;;10.2249;19-Aug-2026
141594;AXIS Corporate Bond Fund;Regular Plan;Monthly IDCW Option;INF846K01ZY3;INF846K01ZZ0;10.2200;19-Aug-2026
141595;AXIS Corporate Bond Fund;Regular Plan;Regular IDCW Option;INF846K01A03;INF846K01A11;14.0615;19-Aug-2026
141592;AXIS Corporate Bond Fund;Regular Plan;Weekly IDCW Option;INF846K01ZW7;INF846K01ZX5;10.2400;19-Aug-2026
141593;AXIS Corporate Bond Fund;Regular Plan;Growth Option;INF846K01ZU1;;18.2003;19-Aug-2026

Bandhan Mutual Fund
139201;BANDHAN Corporate Bond Fund;Direct Plan;Annual IDCW;INF194KA1T34;INF194KA1T42;10.5706;19-Aug-2026
135916;BANDHAN Corporate Bond Fund;Direct Plan;Growth;INF194KA1M23;;21.2173;19-Aug-2026
139200;BANDHAN Corporate Bond Fund;Direct Plan;Half Yearly IDCW;INF194KA1T00;INF194KA1T18;11.9041;19-Aug-2026
139198;BANDHAN Corporate Bond Fund;Direct Plan;Monthly IDCW;INF194KA1S43;INF194KA1S50;10.3801;19-Aug-2026
135917;BANDHAN Corporate Bond Fund;Direct Plan;Periodic IDCW;INF194KA1M31;INF194KA1M49;14.0764;19-Aug-2026
139199;BANDHAN Corporate Bond Fund;Direct Plan;Quarterly IDCW;INF194KA1S76;INF194KA1S84;10.7471;19-Aug-2026
139204;BANDHAN Corporate Bond Fund;Regular Plan;Annual IDCW;INF194KA1S19;INF194KA1S27;10.5489;19-Aug-2026
135914;BANDHAN Corporate Bond Fund;Regular Plan;Growth;INF194KA1L81;;20.5300;19-Aug-2026
139203;BANDHAN Corporate Bond Fund;Regular Plan;Half Yearly IDCW;INF194KA1R85;INF194KA1R93;11.2575;19-Aug-2026
139202;BANDHAN Corporate Bond Fund;Regular Plan;Monthly IDCW;INF194KA1R28;INF194KA1R36;10.6328;19-Aug-2026
135915;BANDHAN Corporate Bond Fund;Regular Plan;Periodic IDCW;INF194KA1L99;INF194KA1M07;13.8399;19-Aug-2026
139205;BANDHAN Corporate Bond Fund;Regular Plan;Quarterly IDCW;INF194KA1R51;INF194KA1R69;10.7747;19-Aug-2026

Baroda BNP Paribas Mutual Fund
150230;BARODA BNP PARIBAS CORPORATE BOND FUND;;Annual IDCW Option;INF251K01EN4;INF251K01EO2;12.2672;19-Aug-2026
150229;BARODA BNP PARIBAS CORPORATE BOND FUND;;Growth Option;INF251K01EI4;;34.0790;19-Aug-2026
150231;BARODA BNP PARIBAS CORPORATE BOND FUND;;Monthly IDCW Option;INF251K01EJ2;INF251K01EK0;10.3934;19-Aug-2026
150228;BARODA BNP PARIBAS CORPORATE BOND FUND;;Quarterly IDCW Option;INF251K01EL8;INF251K01EM6;10.4393;19-Aug-2026
150236;BARODA BNP PARIBAS CORPORATE BOND FUND;Direct Plan;Annual IDCW Option;INF251K01GU4;INF251K01GV2;12.5739;19-Aug-2026
150237;BARODA BNP PARIBAS CORPORATE BOND FUND;Direct Plan;Growth Option;INF251K01GP4;;31.3692;19-Aug-2026
150238;BARODA BNP PARIBAS CORPORATE BOND FUND;Direct Plan;Monthly IDCW Option;INF251K01GQ2;INF251K01GR0;10.6137;19-Aug-2026
150239;BARODA BNP PARIBAS CORPORATE BOND FUND;Direct Plan;Quarterly IDCW Option;INF251K01GS8;INF251K01GT6;10.6966;19-Aug-2026
150233;BARODA BNP PARIBAS CORPORATE BOND FUND;Regular Plan;Annual IDCW Option;INF251K01EU9;INF251K01EV7;12.1878;19-Aug-2026
150235;BARODA BNP PARIBAS CORPORATE BOND FUND;Regular Plan;Growth Option;INF251K01EP9;;29.4439;19-Aug-2026
150234;BARODA BNP PARIBAS CORPORATE BOND FUND;Regular Plan;Monthly IDCW Option;INF251K01EQ7;INF251K01ER5;10.4393;19-Aug-2026
150232;BARODA BNP PARIBAS CORPORATE BOND FUND;Regular Plan;Quarterly IDCW Option;INF251K01ES3;INF251K01ET1;10.4522;19-Aug-2026

Canara Robeco Mutual Fund
126685;Canara Robeco Corporate Bond Fund;Direct Plan;GROWTH OPTION;INF760K01HB2;;24.6941;19-Aug-2026
126686;Canara Robeco Corporate Bond Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01HC0;INF760K01HD8;12.4940;19-Aug-2026
126687;Canara Robeco Corporate Bond Fund;Regular Plan;GROWTH OPTION;INF760K01GY6;;22.8797;19-Aug-2026
126688;Canara Robeco Corporate Bond Fund;Regular Plan;IDCW (Payout/Reinvestment);INF760K01GZ3;INF760K01HA4;11.5998;19-Aug-2026

DSP Mutual Fund
144646;DSP Corporate Bond Fund;Direct Plan;Growth;INF740KA1KE8;;17.4121;19-Aug-2026
144647;DSP Corporate Bond Fund;Direct Plan;IDCW;INF740KA1KF5;INF740KA1KG3;11.5730;19-Aug-2026
144651;DSP Corporate Bond Fund;Direct Plan;Monthly IDCW;INF740KA1KH1;INF740KA1KI9;10.6558;19-Aug-2026
144648;DSP Corporate Bond Fund;Direct Plan;Quarterly IDCW;INF740KA1KJ7;INF740KA1KK5;11.5005;19-Aug-2026
144644;DSP Corporate Bond Fund;Regular Plan;Growth;INF740KA1JX0;;17.0651;19-Aug-2026
144650;DSP Corporate Bond Fund;Regular Plan;IDCW;INF740KA1JY8;INF740KA1JZ5;11.5388;19-Aug-2026
144645;DSP Corporate Bond Fund;Regular Plan;Monthly IDCW;INF740KA1KA6;INF740KA1KB4;10.6296;19-Aug-2026
144649;DSP Corporate Bond Fund;Regular Plan;Quarterly IDCW;INF740KA1KC2;INF740KA1KD0;10.8398;19-Aug-2026

ICICI Prudential Mutual Fund
120692;ICICI Prudential Corporate Bond Fund;Direct Plan;Growth;INF109K016B1;;33.5920;19-Aug-2026
120697;ICICI Prudential Corporate Bond Fund;Direct Plan;Monthly IDCW;INF109K017B9;INF109K018B7;10.2609;19-Aug-2026
120694;ICICI Prudential Corporate Bond Fund;Direct Plan;Quarterly IDCW;INF109K019B5;INF109K012C8;15.7953;19-Aug-2026
111987;ICICI Prudential Corporate Bond Fund;Regular Plan;Growth;INF109K01CQ1;;31.9911;19-Aug-2026
111991;ICICI Prudential Corporate Bond Fund;Regular Plan;Monthly IDCW;INF109K01SK0;INF109K01CT5;10.4150;19-Aug-2026
111992;ICICI Prudential Corporate Bond Fund;Regular Plan;Quarterly IDCW;INF109K01SN4;INF109K01SO2;11.4133;19-Aug-2026

PGIM India Mutual Fund
138317;PGIM India Corporate Bond Fund;Regular Plan;Regular IDCW;INF223J01CY6;INF223J01CZ3;10.2958;19-Aug-2026
138329;PGIM India Corporate Bond Fund;Direct Plan;Direct IDCW;INF223J01OM6;;15.9344;19-Aug-2026
138330;PGIM India Corporate Bond Fund;Direct Plan;Direct Growth;INF223J01OO2;;51.1722;19-Aug-2026
138331;PGIM India Corporate Bond Fund;Direct Plan;Direct IDCW;INF223J01OP9;;14.2931;19-Aug-2026
138332;PGIM India Corporate Bond Fund;Direct Plan;Direct IDCW;INF223J01OR5;INF223J01OS3;12.8839;19-Aug-2026
138318;PGIM India Corporate Bond Fund;Regular Plan;Regular Growth;INF223J01DB2;;45.5562;19-Aug-2026
138316;PGIM India Corporate Bond Fund;Regular Plan;Regular IDCW;INF223J01DC0;INF223J01DD8;12.231;19-Aug-2026
138315;PGIM India Corporate Bond Fund;Regular Plan;Regular IDCW;INF223J01DE6;INF223J01DF3;11.3147;19-Aug-2026

Sundaram Mutual Fund
119621;Sundaram Corporate Bond Fund;Direct Plan;GROWTH;INF903J01NR4;;44.1505;19-Aug-2026
119630;Sundaram Corporate Bond Fund;Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01NU8;INF903J01NV6;19.7087;19-Aug-2026
100786;Sundaram Corporate Bond Fund;Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01HY2;INF903J01IC6;19.0381;19-Aug-2026
100789;Sundaram Corporate Bond Fund;Regular Plan;GROWTH;INF903J01HW6;;42.5749;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Credit Risk Fund )


Axis Mutual Fund
130314;Axis Credit Risk Fund;Direct Plan;Growth Option;INF846K01PJ5;;26.4201;19-Aug-2026
130312;Axis Credit Risk Fund;Direct Plan;Monthly IDCW Option;INF846K01PM9;INF846K01PN7;10.3094;19-Aug-2026
130311;Axis Credit Risk Fund;Direct Plan;Weekly IDCW Option;INF846K01PK3;INF846K01PL1;10.3636;19-Aug-2026
130309;Axis Credit Risk Fund;Regular Plan;Growth Option;INF846K01PO5;;23.4198;19-Aug-2026
130313;Axis Credit Risk Fund;Regular Plan;Monthly IDCW Option;INF846K01PR8;INF846K01PS6;10.2522;19-Aug-2026
130310;Axis Credit Risk Fund;Regular Plan;Weekly IDCW Option;INF846K01PP2;INF846K01PQ0;10.1713;19-Aug-2026

Bandhan Mutual Fund
140605;BANDHAN CREDIT RISK FUND;Direct Plan;Half Yearly IDCW;INF194KA1X04;INF194KA1X12;10.4287;19-Aug-2026
140608;BANDHAN CREDIT RISK FUND;Regular Plan;Annual IDCW;INF194KA1W05;INF194KA1W13;10.4775;19-Aug-2026
140609;BANDHAN CREDIT RISK FUND;Regular Plan;Growth;INF194KA1W39;;17.3514;19-Aug-2026
140611;BANDHAN CREDIT RISK FUND;Regular Plan;Half Yearly IDCW;INF194KA1V71;INF194KA1V89;10.4257;19-Aug-2026
140612;BANDHAN CREDIT RISK FUND;Regular Plan;Periodic IDCW;INF194KA1V14;INF194KA1V22;13.4741;19-Aug-2026
140607;BANDHAN CREDIT RISK FUND;Regular Plan;Quarterly IDCW;INF194KA1V48;INF194KA1V55;10.6339;19-Aug-2026
140610;BANDHAN CREDIT RISK FUND;Direct Plan;Annual IDCW;INF194KA1X38;INF194KA1X46;10.5893;19-Aug-2026
140603;BANDHAN CREDIT RISK FUND;Direct Plan;Growth;INF194KA1X61;;19.0501;19-Aug-2026
140606;BANDHAN CREDIT RISK FUND;Direct Plan;Periodic IDCW;INF194KA1W47;INF194KA1W54;14.1861;19-Aug-2026
140604;BANDHAN CREDIT RISK FUND;Direct Plan;Quarterly IDCW;INF194KA1W70;INF194KA1W88;10.8532;19-Aug-2026

Bank of India Mutual Fund
133868;BANK OF INDIA CREDIT RISK FUND;Direct Plan;Growth;INF761K01DG8;;14.8242;19-Aug-2026
133867;BANK OF INDIA CREDIT RISK FUND;Regular Plan;Growth;INF761K01DH6;;14.3947;19-Aug-2026

Baroda BNP Paribas Mutual Fund
