Scheme Code;Scheme Name;Plan;Option;ISIN Div Payout/ISIN Growth;ISIN Div Reinvestment;Net Asset Value;Date
152903;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Quarterly IDCW Option;INF955L01IZ3;INF955L01JA4;0.0000;19-Aug-2026
152905;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Weekly IDCW Option;;INF955L01JE6;0.0000;19-Aug-2026
152892;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);;Growth Option;INF955L01JM9;;0.0000;19-Aug-2026
152899;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);;Monthly IDCW Option;INF955L01JP2;INF955L01JQ0;0.0000;19-Aug-2026
152894;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);;Weekly IDCW Option;;INF955L01JO5;0.0000;19-Aug-2026
152898;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Growth Option;INF955L01JF3;;0.0000;19-Aug-2026
152897;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Monthly IDCW Option;;INF955L01JJ5;0.0000;19-Aug-2026
152896;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Quarterly IDCW Option;INF955L01JG1;INF955L01JH9;0.0000;19-Aug-2026
152895;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Weekly IDCW Option;;INF955L01JL1;0.0000;19-Aug-2026
133520;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Monthly IDCW Option;INF955L01FZ9;;14.3296;19-Aug-2026
133524;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Quarterly IDCW Option;INF955L01GA0;;12.7369;19-Aug-2026
152900;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Daily IDCW Option;INF955L01JI7;INF955L01JK3;0.0000;19-Aug-2026
133488;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Growth Option;INF955L01FR6;;26.4200;19-Aug-2026
152901;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Daily IDCW Option;;INF955L01JD8;0.0000;19-Aug-2026
152902;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Monthly IDCW Option;INF955L01JB2;INF955L01JC0;0.0000;19-Aug-2026
152904;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Growth Option;INF955L01IY6;;0.0000;19-Aug-2026
133486;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Growth Option;INF955L01FP0;;23.7936;19-Aug-2026
133517;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Monthly IDCW Option;INF955L01FU0;;11.2131;19-Aug-2026
133518;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Quarterly IDCW Option;INF955L01FV8;;11.6413;19-Aug-2026
148333;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Growth Option;INF955L01IT6;;0.0000;19-Aug-2026
148334;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Monthly IDCW Option;INF955L01IW0;INF955L01IX8;0.0000;19-Aug-2026
148330;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Growth Option;INF955L01IO7;;0.0000;19-Aug-2026
148331;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Monthly IDCW Option;INF955L01IR0;INF955L01IS8;0.0000;19-Aug-2026
148332;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Regular Plan;Quarterly IDCW Option;INF955L01IP4;INF955L01IQ2;0.0000;19-Aug-2026
152893;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);;Daily IDCW Option;;INF955L01JN7;0.0000;19-Aug-2026
148335;Baroda BNP Paribas Credit Risk Fund (scheme has Two segregated portfolios);Direct Plan;Quarterly IDCW Option;INF955L01IU4;INF955L01IV2;0.0000;19-Aug-2026

DSP Mutual Fund
119084;DSP Credit Risk Fund;Direct Plan;Monthly IDCW;INF740K01OV8;INF740K01OW6;11.2254;19-Aug-2026
119082;DSP Credit Risk Fund;Direct Plan;Growth;INF740K01OS4;;60.7303;19-Aug-2026
119083;DSP Credit Risk Fund;Direct Plan;IDCW;INF740K01OT2;INF740K01OU0;12.7302;19-Aug-2026
119087;DSP Credit Risk Fund;Direct Plan;Daily IDCW;;INF740KA1NX2;11.1171;19-Aug-2026
119085;DSP Credit Risk Fund;Direct Plan;Quarterly IDCW;INF740K01OX4;INF740K01OY2;11.6500;19-Aug-2026
119086;DSP Credit Risk Fund;Direct Plan;Weekly IDCW;INF740KA1NY0;INF740KA1NZ7;11.1210;19-Aug-2026
101839;DSP Credit Risk Fund;Regular Plan;IDCW;INF740K01581;INF740K01AB9;12.6348;19-Aug-2026
101840;DSP Credit Risk Fund;Regular Plan;Daily IDCW;;INF740KA1OA8;11.1156;19-Aug-2026
117061;DSP Credit Risk Fund;Regular Plan;Monthly IDCW;INF740K01JW6;INF740K01JV8;11.2832;19-Aug-2026
117062;DSP Credit Risk Fund;Regular Plan;Quarterly IDCW;INF740K01JY2;INF740K01JX4;11.5688;19-Aug-2026
101838;DSP Credit Risk Fund;Regular Plan;Weekly IDCW;INF740K01FR4;INF740K01FQ6;11.1194;19-Aug-2026
101837;DSP Credit Risk Fund;Regular Plan;Growth;INF740K01599;;55.1379;19-Aug-2026

ICICI Prudential Mutual Fund
120711;ICICI Prudential Credit Risk Fund;Direct Plan;Growth;INF109K01V00;;38.6464;19-Aug-2026
120709;ICICI Prudential Credit Risk Fund;Direct Plan;Quarterly IDCW;INF109K01V34;INF109K01V42;12.1367;19-Aug-2026
114239;ICICI Prudential Credit Risk Fund;Regular Plan;Growth;INF109K01GU4;;34.8172;19-Aug-2026
114240;ICICI Prudential Credit Risk Fund;Regular Plan;Quarterly IDCW;INF109K01GV2;INF109K01GW0;11.4232;19-Aug-2026

Kotak Mahindra Mutual Fund
119740;Kotak Credit Risk Fund;Direct Plan;Standard Income Distribution cum capital withdrawal option;INF174K01MG5;;27.2357;19-Aug-2026
117716;Kotak Credit Risk Fund;Regular Plan;Growth;INF174K01DY7;;31.902;19-Aug-2026
119741;Kotak Credit Risk Fund;Direct Plan;Growth;INF174K01LZ7;;36.2616;19-Aug-2026
117715;Kotak Credit Risk Fund;Regular Plan;Standard Income Distribution cum capital withdrawal option;INF174K01EG2;INF174K01EF4;13.8738;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Banking and PSU Fund )


Axis Mutual Fund
120437;Axis Banking & PSU Debt Fund;Direct Plan;Daily IDCW;;INF846K01CU0;1038.2597;19-Aug-2026
120438;Axis Banking & PSU Debt Fund;Direct Plan;Growth Option;INF846K01CR6;;2899.1711;19-Aug-2026
120439;Axis Banking & PSU Debt Fund;Direct Plan;Monthly IDCW;INF846K01CT2;INF846K01CS4;1036.1695;19-Aug-2026
120436;Axis Banking & PSU Debt Fund;Direct Plan;Weekly IDCW;INF846K01CV8;INF846K01CW6;1037.8341;19-Aug-2026
117447;Axis Banking & PSU Debt Fund;Regular Plan;Daily IDCW;;INF846K01CC8;1038.2183;19-Aug-2026
117446;Axis Banking & PSU Debt Fund;Regular Plan;Growth option;INF846K01CB0;;2802.5339;19-Aug-2026
117449;Axis Banking & PSU Debt Fund;Regular Plan;Monthly IDCW;INF846K01CF1;INF846K01CG9;1035.9756;19-Aug-2026
117448;Axis Banking & PSU Debt Fund;Regular Plan;Weekly IDCW;INF846K01CD6;INF846K01CE4;1037.8156;19-Aug-2026

Bajaj Finserv Mutual Fund
152164;Bajaj Finserv Banking and PSU Fund;Direct Plan;Monthly IDCW;INF0QA701649;INF0QA701631;10.9699;19-Aug-2026
152163;Bajaj Finserv Banking and PSU Fund;Direct Plan;IDCW;INF0QA701615;INF0QA701623;12.2330;19-Aug-2026
152165;Bajaj Finserv Banking and PSU Fund;Regular Plan;Growth;INF0QA701557;;12.0485;19-Aug-2026
152166;Bajaj Finserv Banking and PSU Fund;Regular Plan;IDCW;INF0QA701565;INF0QA701573;12.0485;19-Aug-2026
152162;Bajaj Finserv Banking and PSU Fund;Direct Plan;Growth;INF0QA701607;;12.2330;19-Aug-2026
152167;Bajaj Finserv Banking and PSU Fund;Regular Plan;Monthly IDCW;INF0QA701599;INF0QA701581;10.9012;19-Aug-2026

Bandhan Mutual Fund
121936;Bandhan Banking and PSU Fund;Direct Plan;Annual IDCW;INF194K019M8;;12.4155;19-Aug-2026
127471;Bandhan Banking and PSU Fund;Direct Plan;Daily IDCW;;INF194KA1JD3;10.4688;19-Aug-2026
121934;Bandhan Banking and PSU Fund;Direct Plan;Fortnightly IDCW;;INF194K010N5;10.4570;19-Aug-2026
121279;Bandhan Banking and PSU Fund;Direct Plan;Growth;INF194K015G8;;27.1238;19-Aug-2026
121281;Bandhan Banking and PSU Fund;Direct Plan;IDCW;INF194K016G6;INF194K017G4;14.2677;19-Aug-2026
121935;Bandhan Banking and PSU Fund;Direct Plan;Monthly IDCW;;INF194K011N3;10.4687;19-Aug-2026
121938;Bandhan Banking and PSU Fund;Direct Plan;Quarterly IDCW;INF194K018M0;;11.0710;19-Aug-2026
121933;Bandhan Banking and PSU Fund;Regular Plan;Annual IDCW;INF194K015M6;;11.4165;19-Aug-2026
127470;Bandhan Banking and PSU Fund;Regular Plan;Daily IDCW;;INF194KA1JC5;10.8701;19-Aug-2026
121931;Bandhan Banking and PSU Fund;Regular Plan;Fortnightly IDCW;;INF194K016M4;10.6120;19-Aug-2026
121280;Bandhan Banking and PSU Fund;Regular Plan;Growth;INF194K01SN6;;26.2655;19-Aug-2026
121282;Bandhan Banking and PSU Fund;Regular Plan;IDCW;INF194K01SO4;INF194K012D2;14.1832;19-Aug-2026
121932;Bandhan Banking and PSU Fund;Regular Plan;Monthly IDCW;;INF194K017M2;10.7120;19-Aug-2026
121937;Bandhan Banking and PSU Fund;Regular Plan;Quarterly IDCW;INF194K014M9;;10.9618;19-Aug-2026

Canara Robeco Mutual Fund
150505;Canara Robeco Banking and PSU Debt Fund;Direct Plan;Growth Option;INF760K01KC4;;12.9205;19-Aug-2026
150507;Canara Robeco Banking and PSU Debt Fund;Direct Plan;IDCW Payout;INF760K01KE0;INF760K01KD2;10.8316;19-Aug-2026
150503;Canara Robeco Banking and PSU Debt Fund;Regular Plan;Growth Option;INF760K01KF7;;12.7648;19-Aug-2026
150504;Canara Robeco Banking and PSU Debt Fund;Regular Plan;IDCW (Payout/ Reinvestment);INF760K01KH3;INF760K01KG5;10.7101;19-Aug-2026

DSP Mutual Fund
124175;DSP Banking & PSU Debt Fund;Direct Plan;Growth;INF740K01ZW2;;26.4098;19-Aug-2026
124178;DSP Banking & PSU Debt Fund;Direct Plan;IDCW;INF740K01A18;INF740K01A26;10.6584;19-Aug-2026
124182;DSP Banking & PSU Debt Fund;Direct Plan;Daily IDCW Reinvestment;;INF740KA1OF7;10.1721;19-Aug-2026
124176;DSP Banking & PSU Debt Fund;Direct Plan;Monthly IDCW;INF740K01ZX0;INF740K01ZY8;10.4437;19-Aug-2026
124177;DSP Banking & PSU Debt Fund;Direct Plan;Quarterly IDCW;INF740K01ZZ5;INF740K01A00;10.4951;19-Aug-2026
124183;DSP Banking & PSU Debt Fund;Direct Plan;Weekly IDCW;INF740KA1OG5;INF740KA1OH3;10.1714;19-Aug-2026
124172;DSP Banking & PSU Debt Fund;Regular Plan;Growth;INF740K01ZP6;;25.4278;19-Aug-2026
124174;DSP Banking & PSU Debt Fund;Regular Plan;IDCW;INF740K01ZU6;INF740K01ZV4;10.6437;19-Aug-2026
124173;DSP Banking & PSU Debt Fund;Regular Plan;Daily IDCW Reinvestment;;INF740KA1OI1;10.1716;19-Aug-2026
124180;DSP Banking & PSU Debt Fund;Regular Plan;Monthly IDCW;INF740K01ZQ4;INF740K01ZR2;10.4298;19-Aug-2026
124181;DSP Banking & PSU Debt Fund;Regular Plan;Quarterly IDCW;INF740K01ZS0;INF740K01ZT8;10.4822;19-Aug-2026
124179;DSP Banking & PSU Debt Fund;Regular Plan;Weekly IDCW;INF740KA1OJ9;INF740KA1OK7;10.1709;19-Aug-2026

ICICI Prudential Mutual Fund
120256;ICICI Prudential Banking & PSU Debt Fund;Direct Plan;Growth;INF109K010A6;;36.5423;19-Aug-2026
120258;ICICI Prudential Banking & PSU Debt Fund;Direct Plan;Quarterly IDCW;INF109K011A4;INF109K012A2;13.2526;19-Aug-2026
112342;ICICI Prudential Banking & PSU Debt Fund;Regular Plan;Growth;INF109K01RT3;;34.9211;19-Aug-2026
116174;ICICI Prudential Banking & PSU Debt Fund;Regular Plan;Quarterly IDCW;INF109K01YE1;INF109K01YD3;11.2115;19-Aug-2026

ITI Mutual Fund
148534;ITI Banking & PSU Debt Fund;Direct Plan;Growth Option;INF00XX01861;;14.2132;19-Aug-2026
148536;ITI Banking & PSU Debt Fund;Direct Plan;IDCW Option;INF00XX01879;INF00XX01887;14.2115;19-Aug-2026
148535;ITI Banking & PSU Debt Fund;Regular Plan;Growth Option;INF00XX01838;;13.7662;19-Aug-2026
148533;ITI Banking & PSU Debt Fund;Regular Plan;IDCW Option;INF00XX01846;INF00XX01853;13.7674;19-Aug-2026

Kotak Mahindra Mutual Fund
123690;Kotak Banking and PSU Debt Fund;Regular Plan;Growth;INF174K01FO3;;69.692;19-Aug-2026
123691;Kotak Banking and PSU Debt Fund;Regular Plan;Payout of Income Distribution cum capital withdrawal option- Direct;INF174K01FQ8;INF174K01FP0;13.0937;19-Aug-2026
123693;Kotak Banking and PSU Debt Fund;Direct Plan;Growth;INF174K01KH7;;72.9033;19-Aug-2026
123692;Kotak Banking and PSU Debt Fund;Direct Plan;Monthly Payout of Income Distribution cum capital withdrawal option;INF174K01KK1;INF174K01KL9;10.2404;19-Aug-2026

LIC Mutual Fund
120337;LIC MF Banking & PSU Fund;Direct Plan;Daily IDCW;INF767K01GJ2;INF767K01GM6;14.309;19-Aug-2026
120338;LIC MF Banking & PSU Fund;Direct Plan;Growth;INF767K01GI4;;40.0415;19-Aug-2026
120339;LIC MF Banking & PSU Fund;Direct Plan;Monthly IDCW;INF767K01GK0;INF767K01GN4;15.0801;19-Aug-2026
120336;LIC MF Banking & PSU Fund;Direct Plan;Weekly IDCW;INF767K01GL8;INF767K01GO2;10.0559;19-Aug-2026
105822;LIC MF Banking & PSU Fund;Regular Plan;Daily IDCW;INF767K01519;INF767K01527;11.8525;19-Aug-2026
105823;LIC MF Banking & PSU Fund;Regular Plan;Growth;INF767K01535;;36.9422;19-Aug-2026
105856;LIC MF Banking & PSU Fund;Regular Plan;Monthly IDCW;INF767K01543;INF767K01550;13.8261;19-Aug-2026
105857;LIC MF Banking & PSU Fund;Regular Plan;Weekly IDCW;INF767K01568;INF767K01576;10.387;19-Aug-2026

Sundaram Mutual Fund
119625;Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund);Direct Plan;GROWTH;INF903J01PA5;;46.4918;19-Aug-2026
119626;Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund);Direct Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01PB3;INF903J01PE7;11.5742;19-Aug-2026
100784;Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund);Regular Plan;GROWTH;INF903J01IN3;;45.7615;19-Aug-2026
100793;Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking & PSU Debt Fund);Regular Plan;IDCW (Income Distribution CUM Capital Withdrawal);INF903J01IO1;INF903J01IR4;11.5969;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Gilt Fund )


Axis Mutual Fund
120447;Axis Gilt Fund;Direct Plan;Growth Option;INF846K01DD4;;28.7059;19-Aug-2026
120448;Axis Gilt Fund;Direct Plan;Half Yearly IDCW Option;INF846K01DF9;INF846K01DE2;12.6988;19-Aug-2026
120449;Axis Gilt Fund;Direct Plan;Regular IDCW Option;INF846K01DG7;INF846K01DH5;10.0497;19-Aug-2026
116471;Axis Gilt Fund;Regular Plan;Growth Option;INF846K01AX8;;26.8224;19-Aug-2026
116472;Axis Gilt Fund;Regular Plan;Half Yearly IDCW Option;INF846K01AZ3;INF846K01BB2;12.1401;19-Aug-2026
116470;Axis Gilt Fund;Regular Plan;Regular IDCW Option;INF846K01CK1;INF846K01CL9;10.0461;19-Aug-2026

Bajaj Finserv Mutual Fund
153206;Bajaj Finserv Gilt Fund;Direct Plan;Growth;INF0QA701AP9;;1079.0777;19-Aug-2026
153207;Bajaj Finserv Gilt Fund;Direct Plan;IDCW;INF0QA701AQ7;INF0QA701AR5;1079.0777;19-Aug-2026
153211;Bajaj Finserv Gilt Fund;Regular Plan;Growth;INF0QA701AM6;;1065.0796;19-Aug-2026
153209;Bajaj Finserv Gilt Fund;Regular Plan;IDCW;INF0QA701AN4;INF0QA701AO2;1065.0796;19-Aug-2026

Bandhan Mutual Fund
108557;Bandhan Gilt    Fund;Regular Plan;Quarterly IDCW;INF194K01EH8;INF194K01EG0;12.0362;19-Aug-2026
118467;Bandhan Gilt   Fund;Direct Plan;Annual IDCW;INF194K01Q78;INF194K01Q60;12.7792;19-Aug-2026
118464;Bandhan Gilt   Fund;Direct Plan;Growth;INF194K01Q29;;41.0651;19-Aug-2026
118465;Bandhan Gilt   Fund;Direct Plan;Half Yearly IDCW;INF194K01Q45;INF194K01Q37;12.7784;19-Aug-2026
118463;Bandhan Gilt   Fund;Direct Plan;IDCW;INF194K01R36;INF194K01R28;15.8333;19-Aug-2026
131394;Bandhan Gilt   Fund;Direct Plan;Periodic IDCW;INF194KA1RZ9;INF194KA1SA0;19.4370;19-Aug-2026
118466;Bandhan Gilt   Fund;Direct Plan;Quarterly IDCW;INF194K01R02;INF194K01Q94;11.7451;19-Aug-2026
111525;Bandhan Gilt   Fund;Regular Plan;Growth;INF194K01DZ2;;37.7198;19-Aug-2026
111527;Bandhan Gilt   Fund;Regular Plan;IDCW;INF194K01EK2;INF194K01EJ4;14.2148;19-Aug-2026
131395;Bandhan Gilt   Fund;Regular Plan;Periodic IDCW;INF194KA1RW6;INF194KA1RX4;17.7185;19-Aug-2026
108559;Bandhan Gilt  Fund;Regular Plan;Annual IDCW;INF194K01EE5;INF194K01ED7;11.6395;19-Aug-2026
108558;Bandhan Gilt Fund;Regular Plan;Half Yearly IDCW;INF194K01EB1;INF194K01EA3;11.7565;19-Aug-2026

Baroda BNP Paribas Mutual Fund
119341;BARODA BNP PARIBAS GILT FUND;Direct Plan;Growth Option;INF955L01AD7;;48.6294;19-Aug-2026
119340;BARODA BNP PARIBAS GILT FUND;Direct Plan;IDCW Option;INF955L01AB1;INF955L01AC9;35.6996;19-Aug-2026
101187;BARODA BNP PARIBAS GILT FUND;Regular Plan;Growth Option;INF955L01450;;44.1699;19-Aug-2026
101188;BARODA BNP PARIBAS GILT FUND;Regular Plan;IDCW Option;INF955L01435;INF955L01443;26.2170;19-Aug-2026

Canara Robeco Mutual Fund
118299;Canara Robeco Gilt Fund;Direct Plan;GROWTH OPTION;INF760K01FC4;;83.7483;19-Aug-2026
118298;Canara Robeco Gilt Fund;Direct Plan;IDCW (Payout/Reinvestment);INF760K01FA8;INF760K01FB6;16.2896;19-Aug-2026
100597;Canara Robeco Gilt Fund;Regular Plan;GROWTH OPTION;INF760K01AE1;;77.1156;19-Aug-2026
100596;Canara Robeco Gilt Fund;Regular Plan;IDCW (Payout/Reinvestment);INF760K01AB7;INF760K01AC5;14.8111;19-Aug-2026

DSP Mutual Fund
119099;DSP Gilt Fund;Direct Plan;Growth;INF740K01NF3;;106.8671;19-Aug-2026
119101;DSP Gilt Fund;Direct Plan;IDCW;INF740K01NG1;INF740K01NI7;13.0604;19-Aug-2026
119100;DSP Gilt Fund;Direct Plan;Monthly IDCW;INF740K01NE6;INF740K01NH9;10.9526;19-Aug-2026
100084;DSP Gilt Fund;Regular Plan;Growth;INF740K01615;;99.6259;19-Aug-2026
100085;DSP Gilt Fund;Regular Plan;IDCW;INF740K01607;INF740K01AD5;12.9119;19-Aug-2026
100086;DSP Gilt Fund;Regular Plan;Monthly IDCW;INF740K01623;INF740K01AE3;10.8982;19-Aug-2026

ICICI Prudential Mutual Fund
120590;ICICI Prudential Gilt Fund;Direct Plan;Growth;INF109K018C5;;118.1271;19-Aug-2026
120589;ICICI Prudential Gilt Fund;Direct Plan;IDCW;INF109K016C9;INF109K017C7;18.8511;19-Aug-2026
100369;ICICI Prudential Gilt Fund;Regular Plan;Growth;INF109K01JR4;;108.9915;19-Aug-2026
100368;ICICI Prudential Gilt Fund;Regular Plan;IDCW;INF109K01JQ6;INF109K01JP8;17.8553;19-Aug-2026

Kotak Mahindra Mutual Fund
100281;Kotak Gilt Fund;Regular Plan;Investment Provident Fund and Trust-Growth;INF174K01FL9;;100.0795;19-Aug-2026
119757;Kotak Gilt Fund;Direct Plan;Investment Provident Fund and Trust-Growth;INF174K01KM7;;115.0175;19-Aug-2026
100280;Kotak Gilt Fund;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01FM7;;11.8857;19-Aug-2026
100265;Kotak Gilt Fund;Regular Plan;Growth;INF174K01FI5;;97.8226;19-Aug-2026
119759;Kotak Gilt Fund;Direct Plan;Growth;INF174K01KE4;;112.2961;19-Aug-2026
100264;Kotak Gilt Fund;Regular Plan;Payout of Income Distribution cum capital withdrawal option;INF174K01FK1;INF174K01FJ3;19.1148;19-Aug-2026
119758;Kotak Gilt Fund;Direct Plan;Payout of Income Distribution cum capital withdrawal option - Direct;INF174K01KF1;;24.711;19-Aug-2026

LIC Mutual Fund
120282;LIC MF Gilt Fund;Direct Plan;Growth;INF767K01EZ3;;67.3996;19-Aug-2026
120283;LIC MF Gilt Fund;Direct Plan;IDCW;INF767K01EY6;INF767K01FA3;19.4152;19-Aug-2026
100319;LIC MF Gilt Fund;Regular Plan;Growth;INF767K01733;;35.0988;19-Aug-2026
100318;LIC MF Gilt Fund;Regular Plan;IDCW;INF767K01717;INF767K01725;22.7125;19-Aug-2026
100317;LIC MF Gilt Fund;Regular Plan;Growth;INF767K01709;;60.7702;19-Aug-2026
100316;LIC MF Gilt Fund;Regular Plan;IDCW;INF767K01683;INF767K01691;17.5171;19-Aug-2026

PGIM India Mutual Fund
138472;PGIM India Gilt Fund;Direct Plan;Direct Growth;INF223J01ND7;;33.7663;19-Aug-2026
138474;PGIM India Gilt Fund;Direct Plan;Direct IDCW;INF223J01NB1;;14.0542;19-Aug-2026
138470;PGIM India Gilt Fund;Regular Plan;Regular Growth;INF223J01AQ6;;30.911;19-Aug-2026
138467;PGIM India Gilt Fund;Regular Plan;Regular IDCW;INF223J01AO1;INF223J01AP8;13.1727;19-Aug-2026

quant Mutual Fund
151228;quant Gilt Fund;Direct Plan;Growth Option;INF966L01BF7;;12.6404;19-Aug-2026
151230;quant Gilt Fund;Regular Plan;Growth Option;INF966L01BI1;;12.2042;19-Aug-2026
151229;quant Gilt Fund;Direct Plan;IDCW Option;INF966L01BG5;INF966L01BH3;12.6268;19-Aug-2026
151231;quant Gilt Fund;Regular Plan;IDCW Option;INF966L01BJ9;INF966L01BK7;12.2149;19-Aug-2026

Open Ended Schemes ( Debt Scheme - Gilt Fund with 10 year constant duration )


Bandhan Mutual Fund
118387;Bandhan Gilt Fund   with 10 year constant duration Fund;Direct Plan;Growth;INF194K01P38;;49.5910;19-Aug-2026
118390;Bandhan Gilt Fund   with 10 year constant duration Fund;Direct Plan;Monthly IDCW;INF194K01P53;INF194K01P46;10.4854;19-Aug-2026
131390;Bandhan Gilt Fund   with 10 year constant duration Fund;Direct Plan;Periodic IDCW;INF194KA1SL7;INF194KA1SM5;14.7721;19-Aug-2026
118388;Bandhan Gilt Fund   with 10 year constant duration Fund;Direct Plan;Quarterly IDCW;INF194K01P87;INF194K01P79;11.9608;19-Aug-2026
118389;Bandhan Gilt Fund   with 10 year constant duration Fund;Direct Plan;Weekly IDCW;;INF194K01Q03;17.9094;19-Aug-2026
108644;Bandhan Gilt Fund   with 10 year constant duration Fund;Regular Plan;Monthly IDCW;INF194K01FC6;INF194K01FB8;10.4449;19-Aug-2026
131391;Bandhan Gilt Fund   with 10 year constant duration Fund;Regular Plan;Periodic IDCW;INF194KA1SI3;INF194KA1SJ1;17.4171;19-Aug-2026
108753;Bandhan Gilt Fund  with 10 year constant duration Fund;Regular Plan;Growth;INF194K01FA0;;48.6545;19-Aug-2026
111343;Bandhan Gilt Fund with  10 year constant duration Fund;Regular Plan;Weekly IDCW;INF194K01FI3;INF194K01FH5;10.2929;19-Aug-2026
108646;Bandhan Gilt Fund with 10 year constant duration Fund;Regular Plan;Quarterly IDCW;INF194K01FF9;INF194K01FE2;11.6556;19-Aug-2026

DSP Mutual Fund
131301;DSP 10Y G-Sec Fund;Direct Plan;Growth;INF740K019I5;;23.1932;19-Aug-2026
131304;DSP 10Y G-Sec Fund;Direct Plan;IDCW;INF740K010J2;INF740K011J0;10.8733;19-Aug-2026
131303;DSP 10Y G-Sec Fund;Direct Plan;Monthly IDCW;INF740K012J8;INF740K013J6;10.6047;19-Aug-2026
131302;DSP 10Y G-Sec Fund;Direct Plan;Quarterly IDCW;INF740K014J4;INF740K015J1;10.8647;19-Aug-2026
131297;DSP 10Y G-Sec Fund;Regular Plan;Growth;INF740K012I0;;22.5855;19-Aug-2026
131298;DSP 10Y G-Sec Fund;Regular Plan;IDCW;INF740K013I8;INF740K014I6;10.6627;19-Aug-2026
131299;DSP 10Y G-Sec Fund;Regular Plan;Monthly IDCW;INF740K015I3;INF740K016I1;10.7580;19-Aug-2026
131300;DSP 10Y G-Sec Fund;Regular Plan;Quarterly IDCW;INF740K017I9;INF740K018I7;10.9157;19-Aug-2026

ICICI Prudential Mutual Fund
131061;ICICI Prudential Constant Maturity Gilt Fund;Direct Plan;Growth;INF109KA1O37;;26.7886;19-Aug-2026
131054;ICICI Prudential Constant Maturity Gilt Fund;Direct Plan;Quarterly IDCW;INF109KA1O52;INF109KA1O94;11.9257;19-Aug-2026
